City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,christchurch,-43.5333,172.6333,7.73,89,100,1.54,NZ,2023-07-14
346,malango,-2.9627,119.9001,19.28,99,100,0.44,ID,2023-07-14
347,matadi,-5.8167,13.45,35.7,27,5,1.53,CD,2023-07-14
348,bechyne,49.2952,14.4681,28.8,26,100,1.88,CZ,2023-07-14
349,beira,-19.8436,34.8389,20.05,100,75,4.63,MZ,2023-07-14
350,dedovichi,57.5517,29.9502,22.45,44,100,4.38,RU,2023-07-14
351,talara,-4.5772,-81.2719,25.42,69,40,6.69,PE,2023-07-14
352,porbandar,21.6422,69.6093,28.74,80,100,6.38,IN,2023-07-14
353,al ghayzah,16.2079,52.176,28.26,78,40,6.73,YE,2023-07-14
354,vilyuchinsk,52.9306,158.4028,11.15,97,100,0.27,RU,2023-07-14
355,havre,49.5833,0.3333,28.52,41,89,7.2,FR,2023-07-14
356,bang saphan,11.2126,99.5117,27.22,78,91,3.82,TH,2023-07-14
357,fonte boa,-2.4959,-66.2662,31.31,57,9,2.04,BR,2023-07-14
358,obo,5.3998,26.4869,27.83,69,32,1.06,CF,2023-07-14
359,recani,31.2846,-4.2688,42.27,8,13,0.37,MA,2023-07-14
360,boende,-0.2167,20.8667,27.94,65,68,1.24,CD,2023-07-14
361,kachkanar,58.7,59.4948,12.22,98,100,3.71,RU,2023-07-14
362,upata,8.0086,-62.3989,28.44,51,9,3.55,VE,2023-07-14
363,namibe,-15.1961,12.1522,27.14,36,0,9.51,AO,2023-07-14
364,cockburn town,21.4612,-71.1419,28.19,81,31,7.61,TC,2023-07-14
365,guerrero negro,27.9769,-114.0611,20.86,73,34,6.45,MX,2023-07-14
366,balabac,7.9868,117.0645,28.33,78,100,8.64,PH,2023-07-14
367,ghorawal,24.7667,82.7833,32.79,51,100,1.41,IN,2023-07-14
368,clarence town,-32.5833,151.7833,14.2,68,6,1.31,AU,2023-07-14
369,colonia,50.9333,6.95,28.87,32,0,4.12,DE,2023-07-14
370,saint-philippe,-21.3585,55.7679,20.77,88,99,8.34,RE,2023-07-14
371,skagen,57.7209,10.5839,16.26,76,40,5.88,DK,2023-07-14
372,kelibia,36.8476,11.0939,30.14,66,0,2.57,TN,2023-07-14
373,santa ana,33.7456,-117.8678,26.59,84,75,1.54,US,2023-07-14
374,saraipali,21.3333,83.0,30.05,69,100,1.82,IN,2023-07-14
375,valdivia,-39.8142,-73.2459,6.05,93,90,0.75,CL,2023-07-14
376,sao joao da barra,-21.6403,-41.0511,20.05,66,91,9.2,BR,2023-07-14
377,mel'nikovo,56.5558,84.085,21.62,88,91,4.15,RU,2023-07-14
378,saldanha,-33.0117,17.9442,23.03,60,100,3.79,ZA,2023-07-14
379,kuta,-8.7233,115.1723,25.97,88,40,5.81,ID,2023-07-14
380,solleftea,63.1667,17.2667,21.92,49,93,4.67,SE,2023-07-14
381,mandera,3.9366,41.867,30.96,41,97,9.69,KE,2023-07-14
382,geraldton,-28.7667,114.6,9.23,87,0,2.06,AU,2023-07-14
383,lagoa,39.05,-27.9833,19.92,73,79,4.42,PT,2023-07-14
384,aginskoye,51.1,114.53,16.59,48,0,3.11,RU,2023-07-14
385,port alfred,-33.5906,26.891,18.99,82,53,3.2,ZA,2023-07-14
386,marapanim,-0.7175,-47.6997,31.21,60,34,3.53,BR,2023-07-14
387,khanty-mansiysk,61.0042,69.0019,18.06,55,40,5.0,RU,2023-07-14
388,romanovo,52.6182,81.2271,26.6,41,71,1.97,RU,2023-07-14
389,caspe,41.234,-0.0395,36.6,34,23,10.29,ES,2023-07-14
390,avignon,44.0833,4.8333,33.73,32,0,4.63,FR,2023-07-14
391,melfort,52.8667,-104.6177,14.07,67,37,2.57,CA,2023-07-14
392,tamanrasset,22.785,5.5228,34.95,8,0,3.09,DZ,2023-07-14
393,mahina,-17.5065,-149.489,22.87,78,0,1.54,PF,2023-07-14
394,pangody,65.85,74.4859,16.2,49,6,1.61,RU,2023-07-14
395,sitangkai,4.6628,119.3928,28.31,80,100,5.09,PH,2023-07-14
396,viedma,-40.8135,-62.9967,8.33,58,63,6.1,AR,2023-07-14
397,mugia,43.1041,-9.2179,19.95,88,92,5.17,ES,2023-07-14
398,turbat,26.0023,63.044,30.42,65,0,6.09,PK,2023-07-14
399,santo antonio do ica,-3.1022,-67.9397,31.7,56,39,1.89,BR,2023-07-14
400,ribeira brava,32.65,-17.0667,29.84,76,1,2.08,PT,2023-07-14
401,richards bay,-28.783,32.0377,18.19,67,3,5.39,ZA,2023-07-14
402,markala,13.7021,-6.0659,37.48,29,27,5.85,ML,2023-07-14
403,onguday,50.75,86.15,18.78,67,1,2.28,RU,2023-07-14
404,bamboo flat,11.7,92.7167,28.05,83,75,2.57,IN,2023-07-14
405,lake havasu city,34.4839,-114.3224,36.92,19,0,1.34,US,2023-07-14
406,tsiombe,-25.3,45.4833,19.35,57,73,5.55,MG,2023-07-14
407,jiwani,25.05,61.7417,28.59,79,39,6.06,PK,2023-07-14
408,atafu village,-8.5421,-172.5159,27.93,77,100,4.01,TK,2023-07-14
409,silapathar,26.206,93.8095,25.53,97,92,0.91,IN,2023-07-14
410,stornoway,58.2093,-6.3865,17.98,68,20,5.14,GB,2023-07-14
411,tazacorte,28.629,-17.9293,26.54,69,20,6.69,ES,2023-07-14
412,el haouaria,37.05,11.0144,30.01,40,0,6.59,TN,2023-07-14
413,knyaze-volkonskoye,48.4642,135.4567,21.19,61,100,2.22,RU,2023-07-14
414,la passe,45.5549,-0.8967,32.23,50,2,6.26,FR,2023-07-14
415,ugurludag,40.4463,34.4526,30.64,27,0,5.07,TR,2023-07-14
416,sao gabriel da cachoeira,-0.1303,-67.0892,31.9,53,13,2.51,BR,2023-07-14
417,ketchikan,55.3422,-131.6461,14.26,88,40,1.54,US,2023-07-14
418,darnah,32.767,22.6367,28.36,65,0,10.06,LY,2023-07-14
419,san antonio de pale,-1.4014,5.6325,23.02,84,28,4.59,GQ,2023-07-14
420,puerto lempira,15.2667,-83.7667,29.08,70,40,0.0,HN,2023-07-14
421,dabakala,8.3667,-4.4333,29.57,63,64,2.65,CI,2023-07-14
422,gallup,35.5281,-108.7426,25.57,40,0,0.45,US,2023-07-14
423,tocopilla,-22.092,-70.1979,19.67,62,75,2.34,CL,2023-07-14
424,karratha,-20.7377,116.8463,22.31,45,0,2.37,AU,2023-07-14
425,mejit,10.2753,170.8646,27.95,76,7,7.86,MH,2023-07-14
426,holualoa,19.6228,-155.9522,22.91,77,20,2.24,US,2023-07-14
427,bonthe,7.5264,-12.505,25.54,86,100,5.52,SL,2023-07-14
428,valparaiso,-33.0393,-71.6273,15.0,59,0,3.09,CL,2023-07-14
429,sao miguel do tapuio,-5.5036,-41.3233,36.43,26,4,2.29,BR,2023-07-14
430,hamburg,53.55,10.0,24.6,56,40,4.63,DE,2023-07-14
431,metlili chaamba,32.2667,3.6333,40.52,7,0,3.09,DZ,2023-07-14
432,nanpiao,41.0982,120.7479,24.07,59,30,6.72,CN,2023-07-14
433,fiambala,-27.6871,-67.6149,19.2,8,6,0.93,AR,2023-07-14
434,suoyarvi,62.0833,32.35,14.09,99,100,1.22,RU,2023-07-14
435,ta`u,-14.2336,-169.5144,27.06,75,13,6.4,AS,2023-07-14
436,kashgar,39.4547,75.9797,33.56,18,0,2.0,CN,2023-07-14
437,khewra,32.6479,73.0106,36.16,43,37,2.7,PK,2023-07-14
438,port shepstone,-30.7414,30.455,18.7,71,25,8.28,ZA,2023-07-14
439,usinsk,65.9939,57.5281,20.17,45,3,5.59,RU,2023-07-14
440,rongelap,11.1635,166.8941,28.42,71,100,8.93,MH,2023-07-14
441,wanganui,-39.9333,175.05,13.11,87,81,8.05,NZ,2023-07-14
442,granada,37.25,-3.25,33.97,10,0,5.74,ES,2023-07-14
443,la ronge,55.1001,-105.2842,13.14,67,75,4.63,CA,2023-07-14
444,hillsborough,37.5741,-122.3794,17.45,93,40,3.09,US,2023-07-14
445,along,28.1667,94.7667,23.99,99,87,0.54,IN,2023-07-14
446,castillos,-34.1667,-53.8333,10.51,59,12,2.76,UY,2023-07-14
447,shagonar,51.5333,92.8,16.89,86,100,0.38,RU,2023-07-14
448,oliver,49.1831,-119.5524,21.8,82,9,0.0,CA,2023-07-14
449,mogocha,53.7333,119.7667,12.96,67,1,1.08,RU,2023-07-14
450,grand-bassam,5.2118,-3.7388,28.98,70,45,3.93,CI,2023-07-14
451,saint-paul,-21.0096,55.2707,22.22,98,54,5.53,RE,2023-07-14
452,mansa,29.9833,75.3833,34.03,50,59,2.16,IN,2023-07-14
453,shimoda,34.6667,138.95,26.17,92,100,6.47,JP,2023-07-14
454,al burayqah,30.4062,19.5739,27.91,66,0,7.33,LY,2023-07-14
455,vadso,70.0744,29.7487,20.49,67,75,2.57,NO,2023-07-14
456,taourirt,34.4073,-2.8973,37.47,26,1,7.15,MA,2023-07-14
457,khorixas,-20.3667,14.9667,23.54,11,0,6.82,NA,2023-07-14
458,independence,39.0911,-94.4155,31.77,70,0,3.6,US,2023-07-14
459,pemba,-12.974,40.5178,26.39,61,20,6.69,MZ,2023-07-14
460,vila franca do campo,37.7167,-25.4333,22.23,65,30,2.92,PT,2023-07-14
461,loyew,51.9458,30.7953,24.59,58,87,4.65,BY,2023-07-14
462,pandan,14.0453,124.1694,27.04,84,100,4.9,PH,2023-07-14
463,hadibu,12.65,54.0333,26.37,73,1,9.04,YE,2023-07-14
464,wacheng,33.7833,114.5167,28.85,46,100,5.0,CN,2023-07-14
465,yuncheng,35.0231,110.9928,25.5,54,50,3.35,CN,2023-07-14
466,kazan,55.7887,49.1221,21.34,57,89,1.2,RU,2023-07-14
467,kaffrine,14.1059,-15.5508,36.33,36,96,3.33,SN,2023-07-14
468,zapfendorf,50.0178,10.9324,28.49,37,100,0.45,DE,2023-07-14
469,rio grande,-32.035,-52.0986,11.06,68,5,4.99,BR,2023-07-14
470,chandler,33.3062,-111.8412,36.29,35,40,0.45,US,2023-07-14
471,sawa sawa,-4.4717,39.4846,25.1,76,100,8.24,KE,2023-07-14
472,novyy urengoy,66.0833,76.6333,15.95,46,51,1.45,RU,2023-07-14
473,kristiansund,63.1115,7.732,16.03,76,75,4.12,NO,2023-07-14
474,kyren,51.6828,102.1408,18.07,67,25,1.07,RU,2023-07-14
475,carnot,4.9409,15.8665,27.93,70,97,0.84,CF,2023-07-14
476,tomatlan,19.9333,-105.25,26.7,76,69,1.05,MX,2023-07-14
477,yeniseysk,58.4497,92.1703,16.76,50,100,1.49,RU,2023-07-14
478,chos malal,-37.3781,-70.2709,8.25,35,63,2.97,AR,2023-07-14
479,bisbee,31.4482,-109.9284,23.49,73,92,1.34,US,2023-07-14
480,brokopondo,4.75,-55.1667,29.13,64,8,2.02,SR,2023-07-14
481,timimoun,29.2639,0.231,44.21,4,0,9.26,DZ,2023-07-14
482,namdrik,5.5994,168.1028,28.71,74,98,6.02,MH,2023-07-14
483,touros,-5.1989,-35.4608,29.43,59,10,5.72,BR,2023-07-14
484,island harbour,50.724,-1.2758,18.32,91,100,5.36,GB,2023-07-14
485,dauphin,51.1494,-100.0502,16.08,72,100,4.63,CA,2023-07-14
486,palikir - national government center,6.9248,158.1611,28.41,70,75,1.54,FM,2023-07-14
487,weno,7.4515,151.8468,28.97,84,75,3.09,FM,2023-07-14
488,bairnsdale,-37.8333,147.6167,8.92,65,100,0.89,AU,2023-07-14
489,salekhard,66.53,66.6019,18.54,50,2,2.77,RU,2023-07-14
490,omsk,55.0,73.4,20.94,88,75,3.0,RU,2023-07-14
491,sechura,-5.5569,-80.8222,24.38,65,1,3.9,PE,2023-07-14
492,tual,-5.6667,132.75,26.51,84,63,7.97,ID,2023-07-14
493,ancud,-41.8697,-73.8203,8.89,77,11,5.15,CL,2023-07-14
494,alo,7.4178,6.7371,28.65,80,100,1.51,NG,2023-07-14
495,palangkaraya,-2.2,113.8333,23.62,98,100,1.12,ID,2023-07-14
496,baoying,33.2292,119.3092,26.33,89,93,3.65,CN,2023-07-14
497,menuma,36.2167,139.3833,25.45,80,100,0.13,JP,2023-07-14
498,saint-joseph,-21.3667,55.6167,21.37,89,99,8.28,RE,2023-07-14
499,qarqaraly,49.4058,75.4742,25.66,22,2,3.48,KZ,2023-07-14
500,kichmengskiy gorodok,59.9816,45.7854,18.13,71,100,1.36,RU,2023-07-14
501,princeville,45.7668,-61.2985,24.73,87,40,2.57,CA,2023-07-14
502,biltine,14.5333,20.9167,37.03,27,3,3.02,TD,2023-07-14
503,camacupa,-12.0167,17.4833,26.61,18,0,0.19,AO,2023-07-14
504,khash,28.2211,61.2158,34.25,8,11,5.07,IR,2023-07-14
505,balykshi,47.0667,51.8667,27.0,39,20,12.0,KZ,2023-07-14
506,mana,5.6592,-53.7767,29.74,68,18,3.97,GF,2023-07-14
507,posto fiscal rolim de moura,-13.0833,-62.2667,24.38,42,0,2.54,BR,2023-07-14
508,duyun,26.2667,107.5167,19.5,89,100,1.06,CN,2023-07-14
509,senillosa,-39.0,-68.4167,1.88,52,100,5.14,AR,2023-07-14
510,alpena,45.0617,-83.4327,21.73,75,0,3.6,US,2023-07-14
511,plonsk,52.6235,20.3755,25.48,31,91,4.78,PL,2023-07-14
512,piney green,34.716,-77.3202,30.01,81,40,2.06,US,2023-07-14
513,beledweyne,4.7358,45.2036,32.45,35,90,10.59,SO,2023-07-14
514,pemangkat,1.1667,108.9667,26.96,80,12,4.28,ID,2023-07-14
515,changping,40.2186,116.2197,30.8,44,6,4.71,CN,2023-07-14
516,francisco sa,-16.4758,-43.4883,28.08,22,5,2.94,BR,2023-07-14
517,kudymkar,59.0173,54.656,16.22,91,100,4.59,RU,2023-07-14
518,illizi,26.4833,8.4667,39.89,6,0,6.78,DZ,2023-07-14
519,tuscania,42.4206,11.8712,34.73,62,20,5.66,IT,2023-07-14
520,bulacan,14.7928,120.8789,25.57,97,100,6.8,PH,2023-07-14
521,rossleben,51.3,11.4333,30.02,33,95,3.65,DE,2023-07-14
522,aldan,58.6031,125.3894,10.96,76,1,2.01,RU,2023-07-14
523,ocean shores,46.9737,-124.1563,15.57,89,0,1.79,US,2023-07-14
524,jacksonville,30.3322,-81.6556,31.7,70,20,3.6,US,2023-07-14
525,naze,28.3667,129.4833,26.51,85,100,7.26,JP,2023-07-14
526,guaiba,-30.1139,-51.325,11.99,74,40,3.6,BR,2023-07-14
527,misratah,32.3754,15.0925,30.53,48,0,5.76,LY,2023-07-14
528,luebo,-5.35,21.4167,35.93,21,30,0.68,CD,2023-07-14
529,suva,-18.1416,178.4415,21.71,78,75,2.06,FJ,2023-07-14
530,hailar,49.2,119.7,16.2,87,100,3.04,CN,2023-07-14
531,shirdi,19.7667,74.4833,26.9,68,88,5.79,IN,2023-07-14
532,regina,50.4501,-104.6178,14.06,75,0,4.63,CA,2023-07-14
533,murzuq,25.9155,13.9184,37.53,7,0,3.56,LY,2023-07-14
534,jiamusi,46.8333,130.35,17.46,95,100,3.84,CN,2023-07-14
535,boticas,41.6758,-7.716,19.53,61,28,5.84,PT,2023-07-14
536,lensk,60.7253,114.9278,7.3,94,28,2.38,RU,2023-07-14
537,ambovombe,-25.1667,46.0833,18.53,67,23,7.2,MG,2023-07-14
538,amga,60.8953,131.9608,11.04,96,100,0.52,RU,2023-07-14
539,marsh harbour,26.5412,-77.0636,29.57,71,1,4.08,BS,2023-07-14
540,jinxiang,27.4327,120.6062,26.01,93,92,1.21,CN,2023-07-14
541,singkil,-7.9855,111.4161,22.17,93,39,2.26,ID,2023-07-14
542,krasnyy chikoy,50.3643,108.7512,13.61,75,40,1.33,RU,2023-07-14
543,kirensk,57.7853,108.1119,10.82,85,38,1.13,RU,2023-07-14
544,masterton,-40.9597,175.6575,7.71,96,80,0.59,NZ,2023-07-14
545,taro,-8.3862,115.28,22.0,96,95,1.37,ID,2023-07-14
546,westport,41.1415,-73.3579,25.16,90,75,4.12,US,2023-07-14
547,sanctuary point,-35.1114,150.629,14.86,73,88,3.08,AU,2023-07-14
548,miches,18.9836,-69.0476,28.11,62,19,4.98,DO,2023-07-14
549,najaf,31.9985,44.3398,46.88,5,2,3.09,IQ,2023-07-14
550,amasra,41.7463,32.3863,29.03,51,0,1.69,TR,2023-07-14
551,brookings,44.3114,-96.7984,23.36,83,0,2.57,US,2023-07-14
552,sideropolis,-28.5978,-49.4244,15.39,64,16,2.49,BR,2023-07-14
553,taikang,46.8333,124.4167,16.55,92,100,10.38,CN,2023-07-14
554,kayangel,8.0823,134.7173,28.76,78,94,6.43,PW,2023-07-14
555,laminusa,5.5549,120.9136,28.13,81,100,3.52,PH,2023-07-14
556,maintirano,-18.0667,44.0167,23.35,76,76,3.78,MG,2023-07-14
557,tangalle,6.024,80.7911,29.09,86,12,4.71,LK,2023-07-14
558,tabou,4.423,-7.3528,27.5,71,64,4.65,CI,2023-07-14
559,smithers,54.7804,-127.1743,13.18,76,75,1.54,CA,2023-07-14
560,katsuura,35.1333,140.3,25.15,90,100,10.21,JP,2023-07-14
561,mishan,45.55,131.8833,15.77,96,100,5.63,CN,2023-07-14
562,enniskillen,54.3461,-7.6413,12.84,98,100,4.51,GB,2023-07-14
563,benjamin constant,-4.3831,-70.0311,25.07,94,75,3.6,BR,2023-07-14
564,cide,41.8921,33.0044,28.28,48,0,0.28,TR,2023-07-14
565,katsuren-haebaru,26.3369,127.8719,28.43,92,40,4.63,JP,2023-07-14
566,kapuskasing,49.4169,-82.4331,18.05,77,40,1.54,CA,2023-07-14
567,trikala,39.5553,21.7675,41.79,16,0,3.53,GR,2023-07-14
568,sola,-13.8833,167.55,24.46,87,100,13.83,VU,2023-07-14
569,basco,20.4487,121.9702,29.29,83,100,9.23,PH,2023-07-14
570,tranas,58.0372,14.9782,19.66,44,54,4.86,SE,2023-07-14
571,turaif,31.6725,38.6637,40.14,6,0,5.66,SA,2023-07-14
572,minas de marcona,-15.2119,-75.1103,15.72,68,91,4.55,PE,2023-07-14
